timestamp(ms),wx,wy,wz,ax,ay,az,temperature
1834486,-2.9878,3.6585,-15.7927,-0.2480,0.1948,3.2957,42.3
1834496,-4.2683,4.3293,-16.5244,-0.0347,0.0562,3.4104,42.3
1834506,-3.1707,6.7683,-14.2073,-0.2278,-0.1284,3.4624,42.3
1834516,-2.0732,6.8902,-16.4024,-0.2844,-0.2256,3.2615,42.3
1834526,-2.1951,5.6098,-16.8902,-0.0640,0.0681,3.3650,42.2
1834536,-2.9878,5.7927,-16.1585,0.2046,0.0195,3.3806,42.2
1834546,-4.4512,6.4634,-17.4390,0.0146,0.1584,3.3945,42.3
1834556,-4.5732,6.2805,-19.7561,-0.2917,-0.0891,3.3357,42.3
1834566,-4.4512,6.6463,-18.5976,-0.0044,-0.2075,3.0205,42.2
1834576,-4.6341,6.6463,-19.2073,-0.1609,-0.0376,3.0198,42.3
1834586,-4.8780,7.2561,-21.2805,-0.0220,0.0437,3.0559,42.2
1834596,-5.1829,7.2561,-22.7439,-0.3411,-0.0896,3.0276,42.2
1834606,-7.0732,6.7683,-24.3902,-0.1248,-0.0596,2.8848,42.2
1834616,-7.8659,7.8659,-25.4878,-0.1077,-0.0405,3.1099,42.4
1834626,-7.2561,7.5610,-24.8171,-0.1821,-0.2090,2.9351,42.2
1834636,-7.1951,8.2927,-25.7317,0.0037,-0.1257,2.8206,42.2
1834646,-7.5610,7.6220,-25.4268,-0.1116,-0.0742,2.8228,42.3
1834656,-8.8415,7.8659,-25.9756,0.1145,0.2087,2.8806,42.2
1834666,-9.0854,8.1707,-24.8171,-0.0640,-0.0225,2.6716,42.2
1834676,-8.9024,8.2927,-25.9756,0.1716,0.0803,2.6958,42.3
1834686,-9.6951,8.4756,-26.5854,0.0823,-0.1208,2.8025,42.3
1834696,-10.0000,9.1463,-26.4024,-0.1321,-0.0210,2.8433,42.2
1834706,-10.6098,8.7805,-27.5000,-0.0791,0.0171,2.6394,42.2
1834716,-10.2439,9.1463,-28.5976,-0.2017,-0.1792,2.8279,42.2
1834726,-11.2195,9.5732,-28.4756,0.0557,-0.2415,2.5781,42.3
1834736,-12.2561,8.3537,-28.9634,0.1677,0.0237,2.3967,42.2
1834746,-12.1951,8.2317,-29.2683,0.1455,-0.1458,2.5444,42.2
1834756,-12.0122,8.2317,-30.0000,-0.0969,-0.2295,2.5918,42.2
1834766,-12.9878,8.0488,-29.5732,0.0466,-0.0728,2.5261,42.2
1834776,-13.7195,8.9024,-29.6341,-0.0662,0.0161,2.6978,42.2
1834786,-14.3293,7.6220,-30.1829,-0.0879,-0.1162,2.4121,42.2
1834796,-14.0244,8.6585,-30.0610,0.0046,-0.0869,2.4436,42.2
1834806,-15.1220,8.4756,-30.9146,-0.0334,-0.1282,2.4983,42.2
1834816,-15.2439,7.8049,-30.7317,0.0828,-0.1160,2.2283,42.2
1834826,-15.4268,7.3780,-30.6098,0.1360,-0.0471,2.1899,42.2
1834836,-15.3659,7.2561,-31.5244,-0.0110,0.0107,2.2683,42.2
1834846,-16.4024,6.4024,-31.3415,-0.0122,-0.2026,2.2664,42.2
1834856,-16.5244,7.4390,-30.9146,-0.0696,-0.1113,2.3745,42.2
1834866,-17.0122,5.4878,-31.0976,0.0876,0.4160,2.0105,42.2
1834876,-16.2805,5.4878,-31.2195,-0.1646,-0.2947,2.4839,42.2
1834886,-16.5244,6.2805,-30.6098,-0.0593,-0.0864,2.2803,42.2
1834896,-16.7683,5.6707,-29.7561,0.1921,-0.0295,2.2532,42.2
1834906,-16.3415,5.6098,-30.3049,0.1545,-0.0933,2.3347,42.2
1834916,-16.2195,4.1463,-30.9756,-0.0769,-0.1174,2.2366,42.2
1834926,-16.5244,3.2927,-29.2683,0.1033,0.0471,2.0461,42.2
1834936,-16.3415,2.6829,-30.4878,0.0681,0.0740,2.1162,42.2
1834946,-16.2195,2.3780,-29.1463,0.0881,0.0564,2.0781,42.2
1834956,-16.4024,1.8902,-24.5122,-0.0999,-0.0200,2.1309,42.2
1834966,-17.1951,1.3415,-20.6707,0.1042,-0.2644,2.2261,42.3
1834976,-17.6220,1.2805,-21.1585,0.0952,0.2214,2.1570,42.2
1834986,-18.0488,0.9756,-19.5732,-0.0129,0.2380,2.1292,42.2
1834996,-16.8902,1.4024,-18.5366,-0.1431,-0.0569,2.0579,42.3
1835006,-17.1951,0.5488,-18.3537,-0.1453,-0.0791,1.9753,42.2
1835016,-16.4024,0.9756,-16.9512,0.1165,-0.1238,1.9712,42.1
1835026,-16.6463,0.0000,-16.8902,0.1077,0.0356,1.8337,42.2
1835036,-16.1585,1.6463,-17.6829,-0.0161,0.1079,1.7849,42.3
1835046,-16.7683,1.4024,-16.5244,0.1084,0.1042,2.0386,42.2
1835056,-16.7073,1.4634,-16.0366,-0.1260,0.1860,1.8777,42.3
1835066,-15.9146,1.3415,-16.1585,0.1587,-0.0032,1.7893,42.3
1835076,-15.8537,1.0976,-16.5854,-0.1460,0.0964,1.8467,42.3
1835086,-16.4024,2.0732,-16.6463,0.0449,0.0098,1.7329,42.2
1835096,-16.6463,1.5854,-16.9512,0.1077,-0.0269,1.6790,42.3
1835106,-16.0976,1.2805,-15.6707,0.0493,0.0215,1.7346,42.2
1835116,-15.7317,2.3780,-17.1341,-0.0437,-0.0107,1.6675,42.2
1835126,-16.0366,1.5244,-17.8049,-0.0647,0.1384,1.8313,42.1
1835136,-15.7317,2.1341,-17.3780,-0.1160,-0.0981,1.9089,42.3
1835146,-15.6707,1.1585,-17.6829,0.1133,0.2402,1.7100,42.3
1835156,-15.2439,1.8293,-18.2927,0.0156,0.0105,1.8105,42.2
1835166,-15.5488,1.7073,-17.7439,0.0442,0.2339,1.7671,42.2
1835176,-15.1220,1.8902,-17.8049,-0.0427,-0.2283,1.9329,42.3
1835186,-14.7561,1.0366,-18.2927,-0.2031,0.0066,1.7715,42.3
1835196,-14.0244,1.5244,-19.2073,0.0452,-0.0674,1.6982,42.2
1835206,-14.8780,1.6463,-17.4390,0.1760,0.1060,1.5383,42.2
1835216,-14.7561,1.2805,-18.2317,-0.0161,0.1008,1.5771,42.3
1835226,-14.3293,0.7317,-17.7439,0.1047,0.1504,1.4680,42.2
1835236,-13.5366,1.7073,-18.9024,0.0610,-0.0771,1.4946,42.2
1835246,-13.6585,0.1220,-18.3537,-0.1248,0.0181,1.4619,42.2
1835256,-12.9878,0.7317,-18.2317,-0.0178,-0.0093,1.5305,42.2
1835266,-12.1341,1.0366,-17.8659,-0.0146,-0.0742,1.5566,42.2
1835276,-12.3780,0.4878,-18.6585,0.0054,0.4495,1.5957,42.2
1835286,-12.4390,0.3049,-17.3171,-0.1042,-0.0295,1.4424,42.2
1835296,-12.1951,0.2439,-17.3780,-0.0798,0.0769,1.5308,42.3
1835306,-11.5244,0.2439,-17.5000,0.0588,0.0227,1.4197,42.2
1835316,-10.4268,0.6707,-18.0488,0.0173,0.0537,1.5012,42.2
1835326,-10.9756,-0.0610,-18.7195,-0.1284,0.0908,1.4585,42.2
1835336,-10.4878,0.2439,-18.7805,-0.0618,0.0068,1.4155,42.2
1835346,-10.5488,0.4878,-18.7805,-0.0342,0.1062,1.4871,42.2
1835356,-9.7561,1.3415,-18.7195,0.0635,0.1714,1.3247,42.2
1835366,-9.7561,1.1585,-19.0854,-0.1575,0.0498,1.3386,42.2
1835376,-8.9634,1.5244,-18.7195,-0.0178,0.1177,1.3665,42.2
1835386,-8.5976,1.3415,-18.2927,-0.0610,0.2119,1.3972,42.2
1835396,-7.3171,2.1951,-18.6585,-0.1343,-0.0942,1.4792,42.2
1835406,-7.1951,1.7073,-18.1707,0.0979,0.1001,1.4080,42.2
1835416,-7.5610,1.5854,-18.9024,0.0144,0.0476,1.3352,42.2
1835426,-7.3171,1.8902,-18.1707,0.0881,0.1013,1.2058,42.2
1835436,-6.6463,1.0366,-18.1707,0.0840,0.2007,1.2793,42.2
1835446,-7.0732,1.4024,-19.2683,0.0085,-0.0420,1.3008,42.3
1835456,-6.4634,1.0366,-19.1463,-0.0293,-0.0952,1.2317,42.2
1835466,-6.5244,0.4878,-19.2683,0.1121,0.1882,1.2573,42.2
1835476,-5.6707,0.8537,-21.4634,-0.0073,-0.0166,1.2368,42.2
1835486,-5.7927,1.0366,-22.6220,-0.1648,-0.0220,1.1509,42.2
1835496,-5.4878,1.0976,-21.5854,0.0083,0.1648,1.3159,42.2
1835506,-5.1220,1.9512,-21.1585,-0.0007,-0.0303,1.1807,42.2
1835516,-4.5122,2.4390,-21.4024,0.0601,0.0813,1.2083,42.2
1835526,-5.2439,2.0732,-20.7317,-0.1191,-0.1145,1.2949,42.3
1835536,-4.5122,2.8049,-19.9390,-0.1067,-0.0618,1.1592,42.2
1835546,-4.5732,2.9268,-19.4512,-0.0066,0.1335,1.1760,42.2
1835556,-3.7805,3.2927,-19.8171,0.1460,0.1541,1.1919,42.3
1835566,-4.2683,2.1951,-20.1220,-0.0444,-0.0234,1.1931,42.2
1835576,-4.0854,2.5610,-19.3293,0.0537,0.1211,1.0828,42.2
1835586,-3.8415,2.1951,-19.1463,0.1130,0.0659,1.0032,42.3
1835596,-3.1707,3.1707,-19.5122,0.0334,0.1035,1.1123,42.1
1835606,-3.8415,2.6829,-19.4512,-0.0884,-0.1448,1.1423,42.2
1835616,-3.9024,2.1341,-18.6585,0.0710,0.0173,0.9915,42.2
1835626,-4.4512,2.2561,-18.1707,0.0325,0.1804,1.0479,42.2
1835636,-4.1463,2.6220,-18.3537,-0.0610,-0.0139,1.0835,42.2
1835646,-4.8780,2.1341,-17.9268,-0.0369,0.0432,0.9392,42.2
1835656,-5.0000,2.8049,-17.5000,-0.1838,-0.0859,1.0750,42.3
1835666,-5.1829,2.8049,-16.9512,-0.0251,-0.0259,1.0710,42.3
1835676,-4.5122,3.3537,-16.5854,-0.0344,0.0461,0.9866,42.2
1835686,-5.3049,2.6220,-17.0122,0.1470,0.0774,0.8022,42.2
1835696,-5.4268,3.0488,-16.6463,-0.0225,-0.0269,0.9946,42.2
1835706,-5.2439,3.2927,-16.6463,-0.0381,0.0549,0.9185,42.2
1835716,-4.5122,2.9878,-16.4024,0.0347,-0.1260,0.8821,42.2
1835726,-5.3659,3.4146,-15.7927,0.0156,0.0676,0.8423,42.2
1835736,-5.5488,3.9024,-15.8537,-0.1621,0.0159,0.9143,42.3
1835746,-5.5488,2.9878,-15.4878,0.0051,0.0859,1.0068,42.2
1835756,-4.6341,3.7805,-15.4268,0.0469,-0.0449,0.9395,42.3
1835766,-5.0000,3.8415,-15.3049,0.0396,0.0276,0.9282,42.2
1835776,-4.7561,3.9024,-15.9756,-0.0503,0.0452,1.0012,42.2
1835786,-4.1463,4.3293,-15.3049,-0.0613,-0.0850,1.0081,42.2
1835796,-3.1707,4.5732,-15.2439,-0.1533,-0.0654,1.0032,42.2
1835806,-4.2073,4.4512,-15.0610,-0.1016,-0.0520,0.9421,42.2
1835816,-4.2683,4.6341,-16.1585,-0.0220,-0.0552,0.9619,42.2
1835826,-4.1463,4.6341,-16.8902,-0.0393,-0.0427,0.9341,42.2
1835836,-3.7805,5.7317,-16.9512,-0.1035,-0.0269,0.9807,42.3
1835846,-4.6341,5.0000,-17.2561,-0.0825,0.0623,0.8503,42.2
1835856,-4.6951,5.0000,-18.1098,0.0496,0.1147,0.7854,42.2
1835866,-4.7561,4.3902,-16.8902,0.0889,-0.0051,0.7896,42.3
1835876,-4.5122,5.5488,-16.7073,-0.0918,0.0422,0.9412,42.2
1835886,-4.8780,5.2439,-15.9756,-0.0198,-0.0159,0.7866,42.2
1835896,-4.8780,5.6098,-15.8537,0.0466,-0.0208,0.7722,42.2
1835906,-5.0610,6.4024,-16.2195,-0.0798,0.2698,0.8335,42.2
1835916,-4.7561,6.5244,-16.4634,-0.0557,-0.1904,0.7405,42.2
1835926,-5.3659,6.5854,-15.9756,-0.2686,-0.2131,0.8076,42.2
1835936,-5.2439,7.0122,-16.1585,0.0217,-0.0837,0.8799,42.2
1835946,-5.3049,7.5000,-15.7317,-0.0527,-0.0056,0.6980,42.3
1835956,-5.0000,7.5610,-16.6463,0.0359,-0.0127,0.8130,42.3
1835966,-5.7927,7.8049,-17.1951,-0.0630,-0.0212,0.7327,42.2
1835976,-5.6707,7.5610,-17.0122,-0.0586,-0.0681,0.9021,42.2
1835986,-5.9146,8.7195,-15.9756,0.0300,0.1306,0.7478,42.3
1835996,-5.1829,9.0854,-15.9146,0.0259,0.0337,0.6650,42.2
1836006,-6.2805,8.2927,-15.9756,0.0105,0.2126,0.7715,42.3
1836016,-6.0976,8.5366,-14.4512,0.1370,-0.0618,0.7490,42.2
1836026,-5.9756,9.2683,-14.0854,-0.0134,-0.0830,0.6958,42.3
1836036,-5.5488,9.5122,-15.3049,-0.1045,-0.0645,0.8533,42.2
1836046,-6.5244,9.1463,-14.8171,-0.0825,0.0388,0.7832,42.2
1836056,-6.2805,8.7805,-14.6341,0.1130,-0.2170,0.7861,42.2
1836066,-6.6463,9.2073,-14.6951,0.0479,0.0305,0.6660,42.2
1836076,-6.2195,9.6951,-15.1829,0.1628,0.1763,0.6997,42.2
1836086,-7.6220,9.2073,-14.6951,-0.0161,-0.0457,0.7141,42.2
1836096,-7.8049,9.3902,-14.8780,-0.1948,-0.2200,0.7166,42.2
1836106,-8.0488,8.9634,-14.8780,0.0674,0.0615,0.7236,42.3
1836116,-7.1951,8.6585,-15.6098,0.0735,-0.1426,0.6299,42.2
1836126,-8.2927,8.2317,-15.7927,0.0161,0.0854,0.6208,42.2
1836136,-8.2927,8.3537,-15.1829,-0.0291,-0.0830,0.6123,42.2
1836146,-8.5366,8.1098,-15.4268,0.0295,-0.1025,0.6392,42.2
1836156,-7.9878,8.6585,-15.5488,0.0542,-0.0618,0.7168,42.3
1836166,-8.7195,8.1098,-15.1220,-0.0005,0.0156,0.5515,42.2
1836176,-9.3293,8.1098,-15.3659,0.0476,-0.0151,0.4983,42.2
1836186,-9.3293,8.9024,-14.3293,-0.2354,-0.1001,0.6177,42.2
1836196,-8.7805,8.4146,-14.7561,-0.1201,0.0981,0.7161,42.3
1836206,-8.9024,7.9268,-14.2683,-0.1116,-0.0828,0.5437,42.2
1836216,-9.2683,8.5976,-14.3902,-0.0420,0.1763,0.6765,42.2
1836226,-9.2683,9.0854,-14.2073,0.0554,0.1619,0.5603,42.3
1836236,-8.2317,10.0610,-14.2683,0.1309,0.0637,0.3977,42.2
1836246,-8.8415,10.2439,-14.9390,0.2419,0.1772,0.5808,42.2
1836256,-9.0854,10.2439,-15.3049,0.0449,-0.0918,0.6741,42.2
1836266,-9.2073,9.6951,-14.5732,-0.0767,-0.0024,0.6050,42.2
1836276,-8.5366,10.0610,-14.9390,-0.0398,-0.1064,0.5759,42.2
1836286,-8.8415,10.3049,-14.8171,0.0588,0.0735,0.6167,42.2
1836296,-8.4756,10.5488,-14.5122,-0.1191,-0.1147,0.6321,42.2
1836306,-8.4756,10.2439,-15.3049,0.0649,0.0825,0.6035,42.3
1836316,-7.6829,10.3659,-15.9146,0.0989,0.1025,0.6309,42.2
1836326,-8.3537,9.8780,-15.9756,-0.0149,0.0852,0.6931,42.2
1836336,-7.8049,9.9390,-15.6098,-0.0540,-0.0388,0.5420,42.2
1836346,-7.5000,9.6951,-15.5488,0.2063,0.0833,0.5388,42.3
1836356,-6.7683,9.9390,-15.7927,0.1052,0.1455,0.5342,42.2
1836366,-7.3780,9.2683,-15.6707,0.0337,0.0989,0.5601,42.3
1836376,-7.0732,8.5366,-15.4878,-0.0081,0.0391,0.6172,42.2
1836386,-7.1951,8.2317,-14.6341,0.0835,0.1733,0.6294,42.3
1836396,-6.6463,8.8415,-14.9390,0.0933,0.2068,0.4941,42.2
1836406,-7.3171,8.4756,-15.2439,0.0068,-0.0789,0.5073,42.2
1836417,-7.0122,8.1707,-15.3659,0.0317,0.1865,0.5471,42.2
1836426,-6.7073,7.8049,-16.0366,-0.0310,0.0657,0.4980,42.2
1836436,-6.1585,8.0488,-16.0976,-0.0208,0.1201,0.4587,42.2
1836446,-5.8537,8.4146,-16.1585,-0.0667,-0.1074,0.5811,42.2
1836456,-5.6707,7.6829,-14.8780,-0.0430,0.1646,0.5591,42.3
1836466,-5.4878,7.5610,-15.5488,0.0940,0.1228,0.4905,42.3
1836476,-4.5122,7.6829,-15.9146,0.0933,0.1311,0.5002,42.2
1836486,-4.6341,7.1951,-15.4878,0.1299,0.2126,0.4045,42.2
1836496,-4.5732,7.0122,-16.0976,0.0842,0.1636,0.5212,42.2
1836506,-3.9634,6.4634,-15.4268,0.1541,0.2288,0.4392,42.2
1836516,-3.3537,6.0366,-15.6707,0.1135,-0.0247,0.4783,42.2
1836526,-3.7195,6.4024,-15.4268,0.0747,0.1553,0.5320,42.2
1836536,-3.6585,5.4878,-15.1829,-0.1023,-0.0686,0.4519,42.3
1836546,-3.5366,5.6098,-15.3659,0.1411,-0.0190,0.4453,42.2
1836556,-3.1098,5.2439,-15.7317,0.0513,-0.0771,0.5034,42.3
1836566,-3.3537,6.0366,-15.9146,-0.0879,-0.0481,0.5068,42.2
1836576,-2.8659,4.5732,-15.1220,0.0549,0.0178,0.3733,42.3
1836586,-2.5000,3.9634,-15.7317,0.1362,0.0542,0.2568,42.2
1836596,-2.5000,4.3902,-16.0366,0.0178,0.0459,0.5417,42.2
1836606,-1.8293,4.6951,-15.4878,0.1550,-0.0127,0.4407,42.3
1836616,-2.5000,4.6951,-15.1220,0.0332,0.0413,0.4915,42.3
1836626,-2.4390,4.1463,-15.6707,0.0208,-0.0300,0.5056,42.2
1836636,-2.4390,4.0854,-15.6707,0.1077,0.0232,0.3706,42.2
1836646,-2.1951,4.1463,-16.0366,0.0781,-0.0254,0.4849,42.3
1836656,-2.3780,3.4756,-16.0976,0.1086,0.0046,0.3730,42.3
1836666,-2.1951,3.0488,-16.7073,0.0369,0.0315,0.3696,42.2
1836676,-1.7683,2.9878,-17.7439,-0.0334,-0.1084,0.4653,42.2
1836686,-1.2805,3.1707,-17.5610,0.1628,0.1343,0.3218,42.2
1836696,-2.3171,2.8049,-17.5000,0.1243,0.1160,0.3926,42.2
1836706,-2.0122,2.7439,-18.2317,0.1909,0.0525,0.3936,42.2
1836716,-2.3780,2.3171,-18.3537,0.0188,0.0415,0.4470,42.2
1836726,-1.8293,2.5000,-18.2317,0.0251,0.1575,0.4731,42.2
1836736,-2.2561,1.7073,-18.5366,-0.0291,0.1011,0.3203,42.2
1836746,-2.3780,1.6463,-18.9024,-0.0242,-0.0767,0.4043,42.2
1836756,-2.2561,1.4024,-19.2073,0.0610,-0.0129,0.4006,42.2
1836766,-1.7073,1.8293,-20.1829,0.0571,-0.0625,0.3882,42.2
1836776,-2.3780,0.5488,-19.4512,-0.0134,-0.0664,0.3083,42.2
1836786,-2.5610,0.9756,-19.7561,0.0144,0.0217,0.3359,42.2
1836796,-2.2561,1.0366,-19.4512,0.1140,0.1150,0.4275,42.2
1836806,-1.8293,1.2805,-19.8780,0.0210,0.0444,0.4734,42.2
1836816,-2.4390,0.5488,-18.9634,0.1431,0.0598,0.4155,42.2
1836826,-2.1951,0.6707,-19.2073,0.0720,0.0596,0.3899,42.2
1836836,-2.2561,0.6098,-19.6951,0.0955,-0.0774,0.3367,42.2
1836846,-1.5854,1.2195,-19.7561,0.0981,0.1782,0.2515,42.2
1836856,-2.1951,0.3659,-21.4024,0.0325,0.0444,0.3674,42.2
1836866,-1.8293,0.1829,-21.2805,0.1357,0.0562,0.3364,42.2
1836876,-1.7073,0.3049,-21.4024,-0.0127,-0.0437,0.3049,42.2
1836886,-1.1585,0.1829,-21.5854,0.0273,0.0837,0.3269,42.2
1836896,-1.4634,-0.9756,-21.5854,0.1011,0.0320,0.1541,42.2
1836906,-1.2195,0.0610,-21.3415,0.0732,0.0886,0.3152,42.2
1836916,-1.2195,-0.0610,-21.4024,0.0027,-0.0320,0.3535,42.2
1836926,-0.6098,0.0000,-21.3415,0.0649,-0.0771,0.3359,42.2
1836936,-1.4634,0.1829,-21.7683,-0.0806,-0.0486,0.3652,42.2
1836946,-0.9756,0.3049,-21.6463,0.0808,0.0752,0.3171,42.2
1836956,-1.0366,0.1829,-21.8902,0.0430,0.0535,0.3569,42.2
1836966,-0.1829,0.9756,-22.7439,0.0674,-0.0686,0.2605,42.2
1836976,-1.0366,0.6098,-22.9268,0.0032,-0.0225,0.4194,42.2
1836986,-0.9756,0.1220,-22.2561,0.0657,0.1177,0.3428,42.2
1836996,-0.5488,-0.1829,-21.7683,-0.0549,-0.0227,0.3835,42.3
1837006,-0.1220,0.4268,-22.3171,-0.0044,-0.0488,0.2930,42.4
1837016,-0.9146,0.3659,-22.1341,0.0430,0.1582,0.3447,42.2
1837026,-0.9756,0.0610,-22.0732,-0.0493,-0.1401,0.3191,42.3
1837036,-1.1585,-0.0610,-21.5854,-0.0723,-0.1128,0.3394,42.2
1837046,-0.4268,0.4268,-21.4024,0.0066,0.1746,0.2920,42.3
1837056,-1.2195,0.8537,-21.4634,0.1062,0.0012,0.2820,42.2
1837066,-1.0976,0.4878,-21.3415,0.1060,0.0078,0.2971,42.3
1837076,-1.3415,0.1220,-21.4634,0.0029,-0.0042,0.2966,42.2
1837086,-1.3415,0.9756,-21.5244,-0.0598,-0.0271,0.3276,42.3
1837096,-2.0122,0.4878,-20.8537,-0.0144,-0.1016,0.2817,42.3
1837106,-2.5610,0.6707,-21.4024,0.0105,-0.0757,0.3589,42.3
1837116,-2.6829,0.1220,-21.0976,-0.0312,-0.1411,0.3235,42.2
1837126,-2.1341,0.4878,-21.3415,0.0027,-0.1428,0.2708,42.2
1837136,-3.1098,0.0000,-21.1585,0.1445,0.0388,0.2385,42.3
1837146,-3.3537,0.3659,-21.0976,-0.0200,-0.0864,0.3066,42.2
1837156,-3.8415,0.3049,-20.1220,-0.0151,0.0669,0.3296,42.2
1837166,-3.3537,0.4268,-20.7317,-0.0862,-0.0454,0.3450,42.2
1837176,-4.5732,0.3049,-20.7317,-0.1021,-0.1406,0.2905,42.2
1837186,-4.5122,0.2439,-20.4268,0.0225,-0.1064,0.3252,42.2
1837196,-5.1220,0.0000,-19.9390,0.0208,-0.0430,0.2251,42.2
1837206,-4.8780,0.6098,-19.8171,0.0671,-0.1582,0.2354,42.2
1837216,-5.6098,0.8537,-19.6341,0.0457,-0.0637,0.2683,42.2
1837226,-5.9756,0.9146,-19.3902,0.0237,-0.0217,0.2808,42.2
1837236,-6.0366,0.5488,-19.5122,0.0315,0.0042,0.2083,42.2
1837246,-6.0976,0.8537,-18.9024,0.0979,-0.0112,0.2427,42.2
1837256,-6.7073,0.9756,-18.4756,0.1802,0.0103,0.0410,42.2
1837266,-7.0122,1.5244,-18.7805,-0.0208,0.1538,0.3005,42.2
1837276,-7.4390,1.4634,-18.9634,-0.0193,-0.1304,0.3184,42.2
1837286,-7.0732,1.0976,-18.8415,-0.0525,-0.0718,0.2266,42.2
1837296,-7.8049,1.5244,-19.2683,0.0500,0.0266,0.1899,42.2
1837306,-8.1098,0.9146,-19.1463,0.0715,-0.1548,0.1882,42.2
1837316,-7.8659,0.9146,-18.9634,0.0469,0.0925,0.2983,42.2
1837326,-6.7073,0.4878,-20.1829,0.1072,-0.0615,0.1692,42.2
1837336,-6.8902,0.9146,-20.0610,0.0022,0.0063,0.3079,42.2
1837346,-6.6463,0.4268,-19.0854,0.0947,-0.0696,0.2190,42.2
1837356,-6.4024,-0.3049,-18.5366,0.1462,0.0649,0.1553,42.2
1837366,-5.7317,-0.5488,-19.8171,-0.0166,-0.0325,0.2405,42.2
1837376,-6.0976,-0.8537,-19.4512,0.1357,0.0498,0.1501,42.2
1837386,-6.2805,-1.2195,-19.4512,-0.0242,0.0457,0.2935,42.2
1837396,-5.7317,-1.0976,-18.7195,-0.0630,0.0051,0.2402,42.2
1837406,-4.8780,-0.8537,-18.9634,0.0750,0.0928,0.1624,42.3
1837416,-5.7317,-1.3415,-19.4512,-0.0110,0.1831,0.1831,42.2
1837426,-5.6098,-1.7683,-18.4146,0.0867,0.0532,0.2834,42.2
1837436,-5.2439,-2.7439,-18.4756,-0.0173,-0.0930,0.1528,42.3
1837446,-4.7561,-2.3780,-18.7195,0.1162,0.0544,0.2812,42.2
1837456,-5.0610,-2.1341,-19.1463,0.0383,0.0134,0.2205,42.3
1837466,-5.2439,-2.8659,-18.6585,0.1829,0.2659,0.1128,42.2
1837476,-5.2439,-3.5976,-19.3902,0.1414,-0.0161,0.1475,42.3
1837486,-4.8171,-4.0854,-19.6951,0.1731,0.0186,0.1199,42.2
1837496,-4.4512,-4.0244,-20.0000,-0.0327,0.0139,0.2266,42.3
1837506,-4.8780,-4.8780,-19.7561,0.0605,-0.0078,0.1765,42.2
1837516,-4.6341,-5.3659,-19.6951,0.0342,-0.1091,0.1941,42.1
1837526,-5.0610,-5.9756,-19.4512,0.1294,0.0769,0.1963,42.2
1837536,-4.3293,-6.1585,-19.8780,0.1008,-0.0071,0.2837,42.2
1837546,-4.8780,-6.4634,-19.5122,0.1157,-0.0059,0.2114,42.2
1837556,-4.5732,-6.9512,-19.5122,0.0806,0.0132,0.1929,42.2
1837566,-4.5122,-7.3780,-19.2683,0.0581,0.0728,0.2039,42.2
1837576,-3.8415,-7.5000,-19.8171,-0.0552,0.0322,0.2988,42.2
1837586,-4.4512,-8.3537,-19.1463,0.0317,-0.0613,0.2690,42.2
1837596,-4.2073,-8.5366,-18.8415,0.1226,0.0232,0.1655,42.2
1837606,-4.6341,-9.6341,-19.1463,-0.0051,-0.0483,0.1240,42.2
1837616,-4.0854,-8.7195,-19.0244,0.0508,-0.0479,0.2185,42.2
1837626,-4.5732,-9.1463,-18.5976,0.0718,0.1248,0.3154,42.3
1837636,-4.3902,-10.9146,-18.5366,0.0757,0.0015,0.1414,42.2
1837646,-4.5122,-10.7317,-18.2927,0.0413,0.1572,0.1646,42.2
1837656,-3.6585,-11.0976,-17.5610,-0.0315,-0.0928,0.1729,42.2
1837666,-4.6341,-12.7439,-17.0732,0.0474,-0.0720,0.1938,42.1
1837676,-4.3293,-13.2317,-17.8049,0.1846,-0.0344,0.1353,42.2
1837686,-4.1463,-13.7805,-17.2561,0.1545,0.0266,0.1499,42.2
1837696,-3.8415,-13.7805,-17.4390,0.0535,-0.1260,0.0930,42.3
1837706,-4.0244,-14.6341,-17.1341,0.1079,0.2073,0.1726,42.2
1837716,-4.5122,-15.1829,-16.7073,0.0471,-0.0896,0.1213,42.2
1837726,-4.0244,-16.1585,-16.5854,0.0693,0.0969,0.1870,42.2
1837736,-4.0854,-16.8902,-17.9268,0.0176,0.0049,0.1460,42.2
1837746,-4.2073,-18.2927,-17.6829,0.0413,-0.0886,0.1487,42.2
1837756,-4.2073,-18.5976,-16.3415,-0.0823,-0.0830,0.2346,42.2
1837766,-3.7195,-19.3902,-16.7683,0.1265,0.0212,0.0635,42.2
1837776,-3.6585,-19.5732,-16.7683,0.0635,-0.0095,0.1694,42.2
1837786,-3.4756,-21.2195,-16.8902,0.1030,-0.1250,0.0410,42.2
1837796,-3.7195,-22.1951,-17.3171,0.1509,-0.0088,0.1882,42.2
1837806,-2.4390,-22.6220,-17.0732,0.0261,-0.0398,0.1489,42.2
1837816,-3.6585,-22.5610,-17.6220,0.0200,-0.0823,0.0769,42.2
1837826,-3.0488,-23.4756,-17.6829,-0.0967,-0.1030,0.2498,42.2
1837836,-3.4146,-24.3902,-17.0122,-0.0015,0.0190,0.1274,42.2
1837846,-2.9268,-25.0000,-17.2561,-0.1533,-0.1040,0.3062,42.2
1837856,-3.1098,-25.8537,-17.6220,-0.0054,-0.1733,0.1404,42.2
1837866,-3.0488,-27.0122,-16.8902,-0.0024,-0.1035,0.0669,42.2
1837876,-3.5366,-27.1951,-17.3780,0.0366,0.0674,0.1709,42.2
