timestamp(ms),wx,wy,wz,ax,ay,az,temperature
1837886,-2.6829,-27.4390,-17.9268,0.0142,-0.1904,0.1758,42.3
1837896,-3.4756,-28.2927,-17.7439,0.2253,-0.0950,0.0815,42.2
1837906,-3.1707,-29.2073,-18.0488,0.0371,-0.1746,0.1646,42.2
1837916,-3.4146,-30.3659,-17.6829,0.0894,0.0796,0.1047,42.2
1837926,-2.1951,-30.2439,-17.6220,-0.0601,-0.2053,0.1238,42.3
1837936,-3.1707,-31.2805,-17.4390,0.0720,-0.0559,0.0696,42.2
1837946,-2.7439,-32.3780,-17.4390,0.2112,0.0039,0.0767,42.2
1837956,-2.7439,-32.8659,-17.3171,0.1074,-0.0400,0.0942,42.2
1837966,-1.7683,-33.6585,-17.1341,0.0796,0.0015,0.1011,42.2
1837976,-2.1951,-33.9634,-17.0122,0.0144,-0.1562,0.2812,42.3
1837986,-2.4390,-33.9634,-16.1585,0.0186,0.0024,0.0559,42.2
1837996,-2.5000,-34.8171,-16.6463,0.0862,0.1375,0.1477,42.3
1838006,-1.9512,-35.1829,-16.7683,-0.0176,-0.0051,0.1301,42.2
1838016,-2.7439,-35.6707,-17.0122,0.0911,-0.0447,0.1226,42.2
1838026,-2.3780,-36.0366,-16.2805,0.0203,-0.1294,0.0632,42.3
1838036,-2.4390,-37.9268,-16.3415,0.0911,-0.0432,0.1006,42.2
1838046,-1.9512,-37.6220,-17.0732,0.0806,-0.1182,0.0840,42.2
1838056,-2.5610,-37.5000,-17.0732,-0.2251,-0.1433,0.1406,42.2
1838066,-2.4390,-38.9024,-17.4390,-0.1350,-0.0247,0.2512,42.3
1838076,-2.3171,-39.5732,-17.0122,0.0193,-0.1196,0.1538,42.2
1838086,-1.8293,-40.0000,-17.5000,-0.0234,0.0049,0.1018,42.2
1838096,-2.3171,-39.6341,-17.5610,0.0127,-0.0737,0.0398,42.2
1838106,-2.7439,-40.4268,-18.2317,-0.0696,-0.0764,0.0833,42.2
1838116,-2.3780,-40.6707,-17.9268,0.0083,0.0251,0.0813,42.1
1838126,-2.1951,-40.4268,-18.4146,-0.0166,-0.2312,0.1106,42.2
1838136,-2.8659,-41.5244,-18.3537,0.1353,0.1262,0.0029,42.2
1838146,-2.7439,-41.4634,-19.1463,-0.2651,-0.1094,0.2793,42.3
1838156,-2.8049,-41.6463,-19.2073,-0.1199,0.0081,0.1682,42.2
1838166,-2.3780,-42.1951,-20.3659,-0.0261,0.0752,0.1304,42.2
1838176,-3.1707,-42.3171,-20.6707,-0.1257,-0.2529,0.2036,42.2
1838186,-3.0488,-42.8659,-20.7317,0.0825,0.0352,0.1836,42.2
1838196,-3.4756,-42.5610,-21.5854,0.0752,-0.0508,0.1006,42.2
1838206,-2.5000,-42.6829,-21.7073,0.0657,0.0354,0.1282,42.2
1838216,-3.7195,-43.9634,-22.4390,-0.0754,0.0430,0.1353,42.2
1838226,-3.2317,-43.5366,-22.2561,-0.0359,-0.1694,0.1033,42.2
1838236,-3.3537,-43.7195,-22.5610,0.0027,0.0593,0.0413,42.2
1838246,-2.8659,-43.7805,-22.8659,-0.0017,-0.0742,0.1028,42.2
1838256,-3.9634,-44.5122,-23.1098,-0.0178,-0.1082,0.0366,42.2
1838266,-3.4146,-43.6585,-23.2927,0.0178,0.0144,-0.0701,42.2
1838276,-3.7195,-45.0610,-24.0244,-0.0833,0.0854,0.2883,42.2
1838286,-3.4146,-44.8171,-24.5122,0.0759,-0.0417,0.1250,42.2
1838296,-3.9024,-45.6707,-25.0000,0.0283,-0.0996,0.0613,42.2
1838306,-3.9024,-45.3659,-24.8780,-0.0649,-0.0579,0.0249,42.2
1838316,-3.9024,-45.4268,-24.9390,0.0493,0.0200,0.0198,42.2
1838326,-3.2927,-45.7927,-26.1585,-0.0513,-0.1204,0.0920,42.3
1838336,-4.0854,-46.0976,-26.3415,0.0771,-0.0757,0.0522,42.3
1838346,-3.8415,-46.9512,-26.6463,-0.0374,-0.0701,0.1858,42.2
1838356,-4.2683,-46.2195,-26.5854,-0.1167,-0.0789,0.1687,42.2
1838366,-3.5976,-46.2195,-27.3171,0.0371,-0.0862,0.1436,42.2
1838376,-4.5122,-46.7073,-27.0732,-0.0569,-0.1589,0.1694,42.2
1838386,-4.0854,-47.0122,-27.5610,0.0178,-0.0457,0.0317,42.2
1838396,-4.4512,-47.1341,-27.5610,0.0291,0.0171,0.0520,42.2
1838406,-3.6585,-46.2805,-28.3537,0.0454,-0.1465,0.1309,42.2
1838416,-4.4512,-48.2317,-28.5366,0.0081,-0.1260,0.0308,42.2
1838426,-4.4512,-47.2561,-28.6585,-0.0845,-0.0977,0.1274,42.2
1838436,-4.5732,-47.3781,-28.9634,0.0081,-0.0420,0.0374,42.2
1838446,-3.8415,-47.5610,-29.8171,-0.0928,-0.0898,0.1191,42.2
1838456,-4.8780,-46.6463,-29.6341,-0.0054,0.0459,0.1865,42.2
1838466,-4.6341,-47.8659,-30.4268,-0.0928,-0.1440,0.0623,42.2
1838476,-4.5122,-48.1707,-30.5488,0.0500,0.0596,0.0679,42.2
1838486,-4.6341,-47.2561,-31.5244,-0.1218,-0.0574,0.1082,42.2
1838496,-5.2439,-45.7927,-31.0976,-0.2522,-0.1543,0.3057,42.2
1838506,-4.6951,-46.0976,-31.2195,-0.0967,0.0417,0.1135,42.2
1838516,-4.3293,-45.6707,-32.3780,0.0847,-0.0452,0.0591,42.1
1838526,-3.9024,-44.5122,-33.1707,0.0427,0.1094,0.0481,42.3
1838536,-4.8171,-43.9634,-33.5366,-0.0137,0.0745,0.0764,42.2
1838546,-4.5732,-44.0854,-33.8415,-0.2422,-0.0754,0.2256,42.3
1838556,-4.5732,-43.4756,-34.7561,-0.0830,-0.0164,0.2085,42.2
1838566,-4.3902,-41.5244,-35.0610,0.0979,0.0796,0.0542,42.2
1838576,-4.6341,-41.8902,-36.0366,0.1646,0.0681,-0.0520,42.2
1838586,-4.6341,-40.2439,-36.0976,-0.1047,-0.1201,0.1797,42.3
1838596,-5.1220,-39.3902,-36.9512,-0.0715,-0.0176,0.0896,42.3
1838606,-4.8171,-37.8659,-38.4146,-0.1704,0.0005,0.1270,42.2
1838616,-5.3659,-37.6220,-40.0610,-0.1545,-0.1523,0.0623,42.2
1838626,-5.6707,-36.7683,-41.5244,-0.0166,-0.1670,0.0547,42.2
1838636,-5.7317,-36.2195,-41.9512,-0.1699,-0.3350,0.0945,42.2
1838646,-5.6707,-34.8780,-42.0732,-0.1414,0.0215,0.0762,42.1
1838656,-5.8537,-34.3902,-43.7195,0.0347,0.0054,0.0957,42.2
1838666,-6.5854,-33.8415,-44.5732,-0.0977,-0.0330,0.0415,42.3
1838676,-6.3415,-32.6220,-45.3049,-0.1387,-0.0281,0.0981,42.2
1838686,-6.6463,-32.5610,-46.4634,-0.2168,-0.0496,0.1379,42.2
1838696,-6.8902,-31.1585,-47.4390,-0.0603,-0.0356,0.0837,42.1
1838706,-7.0732,-30.3049,-48.0488,-0.0515,-0.0693,0.1748,42.2
1838716,-7.4390,-30.7317,-49.6341,-0.1187,-0.1389,0.1143,42.2
1838726,-7.2561,-29.5122,-50.9756,-0.1719,-0.0798,0.0427,42.2
1838736,-7.2561,-27.1341,-51.8293,-0.0667,-0.0737,0.1641,42.2
1838746,-7.8049,-27.3780,-51.8293,0.0586,-0.0310,0.0945,42.2
1838756,-8.4756,-27.3780,-52.1341,-0.0820,-0.0281,0.2217,42.2
1838766,-7.8659,-27.1341,-52.8049,-0.1096,-0.2900,0.0769,42.2
1838776,-8.2927,-25.9146,-53.0488,-0.0898,-0.1619,0.0437,42.2
1838786,-8.5976,-25.1220,-53.3537,-0.1199,0.0054,0.0596,42.2
1838796,-8.4756,-25.3659,-55.3659,-0.0615,-0.1689,0.2219,42.2
1838806,-8.4146,-24.0854,-54.7561,-0.0876,-0.0991,0.1716,42.2
1838816,-8.6585,-23.4756,-55.4878,-0.1453,-0.0845,0.0857,42.2
1838827,-9.6341,-22.9878,-56.4024,-0.0181,-0.0549,0.1992,42.2
1838836,-9.4512,-21.3415,-56.2805,0.0613,0.1460,-0.0229,42.2
1838846,-9.2683,-21.4024,-56.7683,-0.1201,-0.2336,0.0625,42.2
1838856,-9.2073,-20.0000,-57.0122,-0.1069,-0.0142,0.1536,42.2
1838866,-10.1220,-20.1829,-56.7073,-0.1418,-0.1208,0.0920,42.2
1838876,-10.0610,-19.9390,-56.4024,-0.2112,-0.0618,0.0947,42.2
1838886,-10.1829,-19.7561,-55.9146,-0.1252,-0.2148,0.0806,42.2
1838896,-10.1220,-18.1098,-55.6707,-0.1199,-0.1147,0.1260,42.2
1838906,-10.6707,-17.6829,-56.5244,-0.1016,-0.1904,0.0515,42.2
1838916,-10.8537,-18.0488,-56.7073,-0.0593,-0.1523,0.1069,42.2
1838926,-10.8537,-16.3415,-56.4024,-0.2119,-0.0081,0.1079,42.2
1838936,-10.6707,-16.4634,-57.4390,-0.0933,-0.0459,0.1077,42.2
1838946,-11.2195,-15.9756,-57.6220,-0.0632,0.0503,0.0081,42.2
1838956,-11.2805,-15.4878,-57.9878,-0.0518,-0.0933,-0.0010,42.2
1838966,-11.2195,-15.2439,-58.1707,-0.0977,-0.0840,0.0288,42.2
1838976,-11.3415,-14.2683,-58.5976,-0.0715,-0.0935,0.0872,42.2
1838986,-11.8902,-14.3902,-58.1098,-0.1101,0.0193,0.0662,42.2
1838996,-11.8902,-13.7195,-57.8659,-0.1387,-0.0720,0.0054,42.2
1839006,-11.7683,-13.5366,-57.4390,-0.0837,-0.1125,0.0662,42.2
1839016,-11.4024,-13.1098,-56.8902,-0.1851,-0.0010,0.1050,42.2
1839026,-12.0122,-12.9268,-55.4878,-0.1160,-0.0281,0.0476,42.2
1839036,-12.5000,-12.0122,-55.1220,-0.0840,-0.2434,-0.0186,42.1
1839046,-12.3171,-12.5610,-54.9390,-0.1001,-0.0061,0.0513,42.2
1839056,-12.2561,-11.5854,-54.5122,-0.0227,-0.1741,0.0332,42.2
1839066,-12.8049,-10.6707,-53.8415,-0.1914,-0.1274,0.2563,42.2
1839076,-12.8659,-11.2805,-53.4756,0.0659,-0.0049,-0.0715,42.2
1839086,-12.7439,-10.5488,-53.1707,0.1418,0.0664,-0.0547,42.2
1839096,-12.8049,-10.0000,-53.4756,0.0427,-0.0054,0.0254,42.2
1839106,-13.4756,-10.3049,-52.8659,-0.0942,0.0283,0.0542,42.3
1839116,-13.5366,-10.5488,-52.5000,-0.1614,-0.2102,0.1104,42.2
1839126,-13.1707,-9.6341,-51.9512,-0.0225,0.0090,0.0222,42.1
1839136,-13.6585,-9.0854,-52.3781,-0.0347,0.0200,0.0088,42.2
1839146,-13.9024,-9.0244,-51.8293,-0.0811,0.0322,0.0862,42.2
1839156,-14.1463,-8.7805,-51.5244,-0.0608,-0.0046,0.1743,42.3
1839166,-14.0244,-9.5122,-51.6463,-0.0269,-0.0872,0.0771,42.2
1839176,-13.7805,-8.7805,-51.4634,0.0566,-0.0137,-0.0151,42.2
1839186,-13.6585,-8.9024,-51.2805,-0.0728,-0.1492,-0.0293,42.2
1839196,-13.5976,-8.9024,-50.7317,0.0232,0.0574,-0.0034,42.2
1839206,-13.8415,-9.0244,-50.0610,0.0881,-0.0278,0.0603,42.3
1839216,-13.7195,-8.5366,-50.0610,0.0894,-0.1560,0.0200,42.2
1839226,-14.4512,-8.9634,-49.3902,-0.0588,0.1013,0.0847,42.2
1839236,-14.6341,-8.4756,-49.8171,0.0745,-0.0039,0.1177,42.2
1839246,-13.5976,-9.0244,-48.7805,-0.1055,0.0449,0.0808,42.2
1839256,-14.8780,-9.0854,-49.2683,-0.0007,-0.0928,0.2236,42.2
1839266,-14.6341,-9.0244,-47.9268,0.1770,0.0864,-0.0493,42.2
1839276,-15.4268,-9.7561,-47.9878,-0.0403,-0.0234,0.0005,42.3
1839286,-14.7561,-9.3902,-47.4390,0.0693,-0.1550,0.0378,42.2
1839296,-15.1829,-8.9634,-47.3171,-0.0349,0.0720,0.1023,42.3
1839306,-15.6707,-9.1463,-46.9512,0.0364,-0.0115,0.1270,42.2
1839316,-15.4268,-9.2683,-46.0366,-0.0085,-0.1045,0.1326,42.2
1839326,-15.4268,-9.6951,-45.7317,-0.0129,0.0222,0.0811,42.2
1839336,-15.1829,-9.3293,-45.8537,0.0525,-0.0623,0.0544,42.2
1839346,-16.1585,-9.5122,-45.2439,-0.0200,-0.0322,0.0488,42.2
1839356,-16.1585,-9.2683,-44.2683,-0.0459,-0.0671,0.1719,42.2
1839366,-16.1585,-9.9390,-44.2073,0.0305,-0.0095,0.0391,42.2
1839376,-15.9756,-9.1463,-44.0854,0.0137,-0.1316,0.0476,42.2
1839386,-16.4634,-9.7561,-43.6585,0.0305,0.0010,0.0996,42.2
1839396,-16.4024,-10.0610,-43.4146,0.0969,0.0056,-0.0298,42.2
1839406,-16.7073,-9.6341,-42.6829,0.0190,0.0327,0.0554,42.2
1839416,-16.4024,-9.9390,-42.0122,0.0989,0.0342,0.0300,42.2
1839426,-16.9512,-10.7927,-41.8902,0.0037,-0.0840,0.0012,42.2
1839436,-16.7683,-10.7317,-41.6463,0.0574,-0.0515,0.0286,42.3
1839446,-16.2805,-10.9756,-40.4878,0.0303,-0.0149,0.0886,42.2
1839456,-15.9756,-10.5488,-40.2439,-0.0068,-0.0732,0.0830,42.2
1839466,-16.2805,-10.9756,-39.3902,0.2434,0.0500,0.0212,42.3
1839476,-16.1585,-11.1585,-39.0244,0.1589,-0.0703,0.0210,42.3
1839486,-15.9756,-11.7073,-38.9634,0.0261,-0.0144,0.0605,42.3
1839496,-15.7317,-11.4634,-38.4146,0.0364,-0.0164,0.0632,42.2
1839506,-18.2317,-13.1098,-38.9634,0.2014,0.6201,-0.0740,42.3
1839516,-15.9146,-11.9512,-37.7439,0.2732,0.6003,0.1958,42.3
1839526,-16.1585,-11.6463,-37.9268,-0.2544,0.9519,0.0913,42.2
1839536,-17.1341,-12.3171,-36.9512,-0.0769,-0.0251,0.0303,42.3
1839546,-15.7317,-12.0122,-34.8780,0.2659,-0.2446,0.1018,42.3
1839556,-16.7073,-13.8415,-36.3415,0.1443,-0.1401,0.1050,42.2
1839566,-16.2195,-14.0244,-35.9146,0.3755,-0.0425,0.0110,42.3
1839576,-16.7683,-15.2439,-37.0732,-0.0432,-0.1274,0.1858,42.2
1839586,-16.3415,-14.3902,-33.5366,0.5173,-0.1592,0.2822,42.3
1839596,-16.3415,-15.7927,-38.9634,-0.5830,-1.0371,-0.0247,42.1
1839606,-14.1463,-16.0976,-35.1829,-0.1167,-0.3062,0.0916,42.2
1839616,-14.2073,-16.4634,-37.0732,0.2556,0.0894,0.3750,42.4
1839626,-12.6829,-16.9512,-33.4146,-0.5164,-0.7178,-0.0640,42.2
1839636,-13.3537,-19.0244,-36.0976,-0.4409,0.1475,-0.0054,42.3
1839646,-11.5244,-19.2073,-34.3902,0.0881,0.0125,0.0000,42.2
1839656,-11.5854,-18.8415,-33.2317,-0.0884,0.3289,-0.1196,42.2
1839666,-11.6463,-20.1829,-33.9024,-0.0630,-0.3257,0.0244,42.2
1839676,-15.1220,-23.9024,-30.8537,1.3875,0.9309,0.1365,42.2
1839686,-20.2439,-26.7683,-22.6220,0.4233,0.5303,0.2754,42.2
1839696,-21.0366,-25.6707,-25.9146,-0.7217,-1.1860,0.2483,42.2
1839706,-21.4024,-24.6951,-34.3902,-0.4133,-0.1333,0.1946,42.2
1839716,-18.5976,-26.6463,-38.2927,-1.8442,-4.1064,-0.3291,42.2
1839726,-14.2073,-25.4878,-18.2317,0.7363,1.4272,0.1147,42.2
1839736,-17.0122,-27.8049,-20.7317,0.9761,1.6553,-0.0022,42.2
1839746,-20.3049,-29.3902,-24.3293,-0.4163,0.2410,0.2104,42.2
1839756,-20.7317,-30.4878,-23.7805,-0.0107,0.1724,0.0493,42.2
1839766,-21.2195,-32.0122,-16.8293,-0.2644,0.5164,0.0894,42.2
1839776,-22.0732,-32.5000,-15.7927,0.2629,-0.8611,0.3086,42.2
1839786,-20.3659,-33.7805,-9.2683,0.3938,0.2371,0.2383,42.2
1839796,-21.0366,-34.8171,-7.9268,0.2168,0.4253,0.1821,42.2
1839806,-19.5122,-35.6098,-6.8293,0.1289,0.7949,0.1538,42.2
1839816,-19.7561,-36.4024,-3.2927,0.1501,0.0647,-0.0359,42.2
1839826,-19.7561,-38.7805,-4.2683,0.4048,-0.4167,0.0596,42.2
1839836,-19.2073,-39.7561,-2.6829,0.0947,0.0344,0.0376,42.2
1839846,-17.6220,-39.8171,-1.2805,0.0137,-0.0962,0.0430,42.2
1839856,-17.3780,-39.8171,-1.5244,0.2358,0.1826,0.0693,42.2
1839866,-17.0122,-40.2439,-3.2317,0.2385,-0.0166,0.0410,42.2
1839876,-16.7073,-40.4878,-3.2317,0.1106,0.1660,0.0857,42.2
1839886,-15.6098,-40.9756,-4.1463,0.1079,0.0933,-0.0081,42.2
1839896,-15.6098,-41.0976,-6.4024,0.0527,-0.0017,0.0137,42.2
1839906,-15.3659,-42.0732,-6.2805,0.1287,0.0374,0.0532,42.3
1839916,-15.4268,-42.1341,-5.8537,0.1099,0.0164,0.1023,42.2
1839926,-14.2073,-42.2561,-7.1341,0.0498,0.0579,0.0491,42.3
1839936,-14.6341,-42.9878,-7.7439,0.0378,0.1250,0.0049,42.2
1839946,-14.2073,-43.9024,-6.0976,-0.0161,0.0996,-0.0247,42.3
1839956,-15.6707,-46.0976,-5.1220,0.0071,0.1833,-0.3611,42.2
1839966,-19.1463,-45.9146,-3.4756,0.0544,0.3401,-0.0530,42.3
1839976,-20.9756,-45.7927,-2.3780,-0.0874,0.6257,0.0103,42.1
1839986,-26.4024,-47.8049,-0.2439,0.0762,-0.1211,0.2468,42.2
1839996,-24.2683,-46.7683,0.4878,0.4739,-0.1221,-0.0852,42.2
1840006,-23.6585,-47.9268,-2.4390,-0.0947,-0.0872,-0.0430,42.2
1840016,-23.0488,-47.8659,-2.9878,-0.1868,-0.1233,0.0168,42.2
1840026,-22.3780,-48.4146,-2.0732,0.0503,0.0750,0.0012,42.3
1840036,-21.7073,-48.9024,-0.1220,0.0972,0.0693,-0.0525,42.2
1840046,-20.9756,-49.3293,-1.8902,0.1230,0.0999,-0.0984,42.2
1840056,-21.6463,-49.3293,-1.6463,-0.0134,0.0850,-0.0476,42.3
1840066,-21.5244,-49.6951,0.0000,0.0457,0.0879,0.0103,42.2
1840076,-21.4634,-50.7317,1.7683,0.0552,0.0408,-0.0222,42.3
1840086,-20.7927,-50.7927,2.1951,0.1250,0.1550,-0.0371,42.2
1840096,-22.1951,-51.1585,0.0000,0.1084,0.2212,-0.0254,42.3
1840106,-22.5000,-51.9512,-2.9268,0.0876,0.0344,-0.0378,42.3
1840116,-22.7439,-52.5000,-4.6951,0.0872,0.2708,-0.0474,42.3
1840126,-23.2927,-52.9878,-6.5244,0.0679,0.2102,-0.0579,42.3
1840136,-25.0000,-53.7805,-6.4024,0.1067,0.1956,-0.0527,42.2
1840146,-25.7317,-54.5732,-7.8049,0.1135,0.2349,-0.0388,42.2
1840156,-26.2805,-55.4878,-10.5488,0.1143,0.0510,-0.1121,42.3
1840166,-26.6463,-54.5732,-14.8780,0.0950,0.1221,-0.0859,42.3
1840176,-28.8415,-53.7805,-19.8780,0.1270,0.1626,-0.0278,42.2
1840186,-31.2195,-52.7439,-27.3171,0.1763,0.3767,-0.0300,42.2
1840196,-35.0000,-50.0000,-38.4146,0.2764,0.5388,-0.0696,42.2
1840206,-41.0366,-47.1951,-54.0854,0.3960,0.7266,-0.0339,42.2
1840216,-48.8415,-44.5122,-71.2805,0.1492,0.5552,-0.0342,42.2
1840226,-54.8781,-41.5854,-85.8537,0.2927,0.4270,-0.1316,42.2
1840236,-58.9634,-40.7317,-96.5854,0.2568,0.4453,-0.0430,42.3
1840246,-60.4878,-39.5732,-104.4512,0.2505,0.3503,-0.0608,42.2
1840256,-62.3171,-40.1829,-112.1951,0.1484,0.2429,-0.0854,42.2
1840266,-62.9268,-40.3659,-117.3781,0.0605,0.1858,-0.1211,42.2
1840276,-62.6220,-42.1341,-121.5244,0.2363,0.1306,-0.0681,42.2
1840286,-61.7683,-42.3171,-127.2561,0.2461,0.1492,-0.0957,42.2
1840296,-62.3171,-43.7195,-133.2317,0.1248,0.4321,-0.0859,42.2
1840306,-61.7073,-44.0854,-139.0854,0.1565,0.3721,-0.0422,42.2
1840316,-61.2805,-45.5488,-143.7805,0.1641,0.2849,-0.0356,42.2
1840326,-59.6951,-46.3415,-148.4146,0.0879,0.2483,-0.0591,42.2
1840336,-59.8781,-47.9268,-154.0854,0.1318,0.2939,-0.0710,42.2
1840346,-59.0244,-48.8415,-160.6098,0.1191,0.2488,-0.1182,42.2
1840356,-58.6585,-49.3293,-167.3171,0.1528,0.3103,-0.0962,42.2
1840366,-57.5000,-50.0000,-172.2561,0.1711,0.4131,-0.0842,42.2
1840376,-57.9878,-51.3415,-177.3781,0.1008,0.2654,-0.0610,42.2
1840386,-57.3781,-52.5610,-183.1707,0.2085,0.2283,-0.1938,42.2
1840396,-57.2561,-52.8659,-189.3293,0.2173,0.2795,-0.1462,42.2
1840406,-56.2805,-53.6585,-197.3781,0.1653,0.4280,-0.0908,42.2
1840416,-56.4024,-55.3659,-203.2927,0.2000,0.2769,-0.1775,42.2
1840426,-55.4878,-55.9146,-206.9512,0.0725,0.3218,-0.2144,42.2
1840436,-54.7561,-57.5000,-209.0854,0.1565,0.4241,-0.1724,42.2
1840446,-52.9268,-57.6220,-212.3171,0.0950,0.2769,-0.1223,42.2
1840456,-52.0122,-58.2927,-213.9634,0.1160,0.3801,-0.0554,42.2
1840466,-51.4024,-59.2683,-214.2683,0.0554,0.3394,-0.1199,42.2
1840476,-51.3415,-59.6951,-214.2073,0.0403,0.4204,-0.1528,42.2
1840486,-51.4024,-60.4268,-215.3049,0.0376,0.4836,-0.1965,42.2
1840496,-52.9268,-61.7683,-215.5488,0.0874,0.5803,-0.2129,42.2
1840506,-54.7561,-62.0732,-216.1585,0.0520,0.5039,-0.1396,42.2
1840516,-57.0122,-62.6220,-214.1463,0.0107,0.6406,-0.1997,42.2
1840526,-57.2561,-64.3902,-208.2927,0.0051,0.3945,-0.1592,42.2
1840536,-58.3537,-65.4878,-197.4390,-0.0486,0.4558,-0.1030,42.2
1840546,-57.9878,-66.8293,-187.6829,0.0459,0.4783,-0.1675,42.2
1840556,-58.1098,-68.2317,-175.2439,-0.0322,0.4897,-0.0752,42.2
1840566,-57.1951,-69.1463,-164.2683,-0.0239,0.3960,-0.1099,42.3
1840576,-57.1341,-69.8171,-153.1707,-0.0481,0.2954,-0.0828,42.2
1840586,-56.9512,-69.7561,-141.6463,0.0278,0.4058,-0.1272,42.2
1840596,-56.1585,-70.3049,-131.2195,-0.0205,0.2007,-0.1396,42.2
1840606,-55.8537,-70.9756,-120.1829,-0.1345,0.3806,-0.1436,42.2
1840616,-57.8049,-77.9268,-105.7927,-2.3545,-0.3054,-0.2407,42.2
1840626,-56.7683,-80.7317,-87.6829,-0.2949,0.1160,-0.2126,42.2
1840636,-57.7439,-82.3781,-75.1220,-0.5669,0.1843,-0.1328,42.2
1840646,-59.6951,-84.8781,-61.2805,-0.6643,0.4795,-0.2041,42.1
1840656,-62.3781,-88.5366,-45.1829,-0.5476,0.4868,-0.2805,42.2
1840666,-63.3537,-91.2805,-26.5244,-0.1782,0.3523,-0.2209,42.3
1840676,-64.9390,-94.0244,-6.8902,-0.4514,0.3914,-0.1829,42.2
1840686,-66.1585,-95.9756,5.4268,-0.4360,0.2800,-0.2012,42.1
1840696,-67.0732,-95.7317,11.4024,-0.1201,0.2627,-0.1084,42.1
1840706,-67.5000,-94.5122,20.1220,-0.0273,0.1992,-0.0813,42.3
1840716,-68.4146,-93.1098,26.6463,-0.1423,0.3188,-0.0767,42.2
1840726,-68.2317,-91.6463,33.4146,-0.0923,0.2964,0.0042,42.3
1840736,-69.1463,-90.6098,38.1098,-0.0659,0.3062,-0.0557,42.3
1840746,-69.3293,-90.1220,40.1220,-0.0911,0.2363,-0.0879,42.2
1840756,-69.3293,-89.1463,45.1829,-0.2834,0.1841,-0.1875,42.2
1840766,-68.3537,-87.8049,51.3415,-0.2229,0.1870,-0.0842,42.2
1840776,-68.2927,-86.8902,55.6707,-0.1204,0.2395,-0.0547,42.2
1840786,-68.1707,-85.1829,58.3537,-0.1855,0.2161,-0.0347,42.2
1840796,-67.9268,-83.7195,62.1341,-0.2107,0.0271,-0.0393,42.3
1840806,-67.3171,-81.7683,66.2805,-0.2615,0.2407,-0.0520,42.2
1840816,-67.7439,-80.9146,73.5976,-0.1543,0.1982,-0.0688,42.3
1840826,-67.4390,-79.6951,81.2195,-0.1299,0.2571,-0.1152,42.2
1840836,-67.5000,-79.2073,89.5122,-0.2593,0.2424,-0.0784,42.3
1840846,-67.8049,-79.3293,100.7927,-0.2017,0.2458,-0.1375,42.4
1840856,-69.7561,-79.0244,113.3537,-0.2136,0.2283,-0.1387,42.3
1840866,-71.3415,-78.5366,123.2317,-0.0574,0.3071,-0.0728,42.2
1840876,-72.8049,-77.2561,133.7805,-0.0745,0.2280,-0.1194,42.2
1840886,-74.1463,-75.9756,143.4146,-0.1572,0.2903,-0.0530,42.3
1840896,-76.6463,-74.9390,153.4756,-0.1582,0.2446,-0.0879,42.2
1840906,-78.0488,-72.5000,161.9512,-0.1831,0.2542,-0.0120,42.2
1840916,-81.1585,-70.8537,164.8171,0.0500,0.5588,-0.1360,42.2
1840926,-86.7073,-68.3537,162.5000,0.1052,0.3845,-0.0413,42.2
1840936,-93.2927,-66.6463,160.4268,0.0437,0.5183,-0.0818,42.2
1840946,-100.3049,-63.6585,154.6342,-0.1697,0.4910,-0.1448,42.2
1840956,-107.6829,-61.0366,152.0122,-0.1257,0.4246,-0.1152,42.2
1840966,-112.4390,-58.2317,151.2805,-0.1484,0.5327,0.0049,42.2
1840976,-118.2927,-56.7073,152.5000,-0.0786,0.5059,-0.0149,42.3
1840986,-123.9024,-54.9390,150.2439,-0.0342,0.5264,-0.1792,42.2
1840996,-128.9634,-53.4146,148.3537,-0.0491,0.5386,-0.0950,42.2
1841006,-133.1098,-51.0366,152.9878,-0.1187,0.5298,-0.0959,42.2
1841016,-140.3659,-49.7561,163.1707,-0.0146,0.7134,-0.0166,42.3
1841026,-144.5732,-47.5000,167.7439,0.0654,0.4741,-0.0669,42.2
1841036,-147.3171,-44.5122,167.6829,0.1519,0.2258,-0.0181,42.2
1841046,-147.7439,-40.5488,170.3659,0.0764,0.1824,-0.1055,42.2
1841056,-148.7805,-37.8049,174.8171,0.0806,0.1260,-0.0420,42.3
1841066,-149.4512,-34.9390,176.4025,0.1025,0.1616,-0.0771,42.2
1841076,-149.8781,-32.4390,177.1342,0.0847,0.0715,-0.0566,42.2
1841086,-149.6342,-28.8415,176.2195,0.0659,0.2612,0.0020,42.2
1841096,-150.1829,-27.0732,177.3171,0.0208,0.1748,-0.0903,42.2
1841106,-150.0610,-25.5488,175.9756,0.0032,0.1787,-0.0347,42.2
1841116,-150.2439,-23.5976,174.7561,0.0916,0.1599,-0.0862,42.2
1841126,-149.8171,-21.2195,173.6585,0.1182,0.2209,0.0010,42.2
1841136,-150.9146,-18.3537,172.1342,0.0896,0.1187,0.0662,42.2
1841146,-152.0122,-15.1829,167.8049,0.2451,0.2612,0.0273,42.2
1841156,-154.2073,-11.4024,162.6219,0.1362,0.3140,0.1675,42.2
1841166,-157.0732,-7.8659,160.1219,-0.0059,0.3706,0.3706,42.2
1841176,-166.5244,-4.3902,157.1342,0.0017,0.9314,0.8904,42.2
1841186,-172.5610,4.9390,144.8781,0.4924,0.7029,0.8711,42.2
