0,3610,35334,34911,35666,32720,32766,32712,0,0,36080
1,3610.01,35329,34895,35630,32721,32760,32710,0,0,36080
2,3610.02,35301,34858,35626,32717,32762,32712,0,0,36080
3,3610.03,35344,34894,35716,32716,32756,32716,0,0,36080
4,3610.04,35330,34890,35667,32710,32754,32718,0,0,36080
5,3610.05,35316,34876,35621,32710,32755,32716,0,0,36080
6,3610.06,35301,34921,35631,32711,32757,32717,0,0,36112
7,3610.07,35361,34926,35591,32698,32756,32717,0,0,36080
8,3610.08,35307,34872,35597,32700,32762,32710,0,0,36112
9,3610.09,35267,34910,35639,32707,32764,32711,0,0,36112
10,3610.1,35334,34943,35746,32718,32762,32712,0,0,36080
11,3610.11,35377,34918,35656,32725,32758,32709,0,0,36080
12,3610.12,35326,34868,35600,32731,32757,32710,0,0,36080
13,3610.13,35325,34903,35619,32733,32758,32708,0,0,36080
14,3610.14,35333,34886,35605,32737,32761,32709,0,0,36112
15,3610.15,35297,34878,35632,32734,32767,32708,0,0,36112
16,3610.16,35274,34868,35641,32728,32768,32712,0,0,36112
17,3610.17,35305,34890,35621,32722,32764,32714,0,0,36080
18,3610.18,35375,34875,35658,32717,32763,32714,0,0,36112
19,3610.19,35292,34875,35654,32717,32762,32712,0,0,36080
20,3610.2,35303,34920,35689,32721,32762,32710,0,0,36080
21,3610.21,35361,34937,35657,32727,32762,32712,0,0,36112
22,3610.22,35353,34914,35626,32733,32761,32707,0,0,36080
23,3610.23,35291,34874,35690,32728,32759,32713,0,0,36080
24,3610.24,35318,34892,35621,32728,32767,32709,0,0,36112
25,3610.25,35361,34910,35627,32725,32763,32712,0,0,36080
26,3610.26,35331,34865,35627,32728,32764,32711,0,0,36112
27,3610.27,35311,34860,35633,32722,32764,32713,0,0,36080
28,3610.28,35343,34903,35630,32724,32765,32711,0,0,36080
29,3610.29,35355,34910,35657,32713,32766,32707,0,0,36080
30,3610.3,35280,34879,35636,32717,32767,32709,0,0,36144
31,3610.31,35307,34897,35631,32724,32766,32710,0,0,36112
32,3610.32,35359,34889,35621,32729,32768,32710,0,0,36080
33,3610.33,35312,34852,35634,32727,32769,32712,0,0,36080
34,3610.34,35288,34894,35660,32722,32768,32712,0,0,36112
35,3610.35,35366,34877,35656,32722,32766,32710,0,0,36112
36,3610.36,35373,34902,35627,32729,32762,32712,0,0,36112
37,3610.37,35319,34893,35598,32725,32766,32713,0,0,36048
38,3610.38,35329,34886,35615,32718,32770,32711,0,0,36112
39,3610.39,35343,34918,35644,32717,32770,32709,0,0,36080
40,3610.4,35318,34915,35657,32719,32773,32711,0,0,36112
41,3610.41,35273,34904,35628,32721,32775,32710,0,0,36112
42,3610.42,35316,34904,35663,32731,32774,32708,0,0,36112
43,3610.43,35366,34886,35665,32734,32773,32716,0,0,36080
44,3610.44,35281,34852,35673,32737,32771,32707,0,0,36080
45,3610.45,35326,34892,35640,32731,32770,32714,0,0,36080
46,3610.46,35379,34891,35664,32729,32767,32716,0,0,36112
47,3610.47,35384,34870,35651,32722,32767,32711,0,0,36080
48,3610.48,35280,34855,35611,32717,32762,32711,0,0,36048
49,3610.49,35307,34912,35674,32716,32761,32712,0,0,36080
50,3610.5,35347,34896,35625,32717,32764,32716,0,0,36080
51,3610.51,35279,34906,35588,32720,32763,32713,0,0,36080
52,3610.52,35282,34873,35647,32723,32764,32711,0,0,36080
53,3610.53,35359,34913,35650,32729,32769,32712,0,0,36080
54,3610.54,35364,34899,35678,32732,32764,32713,0,0,36080
55,3610.55,35314,34889,35647,32729,32765,32709,0,0,36080
56,3610.56,35331,34896,35641,32724,32763,32710,0,0,36112
57,3610.57,35347,34878,35619,32723,32761,32710,0,0,36080
58,3610.58,35333,34865,35577,32724,32761,32712,0,0,36112
59,3610.59,35264,34878,35630,32720,32761,32712,0,0,36080
60,3610.6,35374,34868,35614,32721,32761,32713,0,0,36080
61,3610.61,35344,34892,35663,32718,32762,32710,0,0,36112
62,3610.62,35344,34918,35650,32719,32759,32712,0,0,36112
63,3610.63,35339,34912,35657,32724,32761,32712,0,0,36112
64,3610.64,35375,34901,35648,32728,32763,32706,0,0,36080
65,3610.65,35323,34890,35648,32732,32768,32708,0,0,36080
66,3610.66,35287,34876,35659,32728,32763,32709,0,0,36080
67,3610.67,35338,34911,35601,32733,32764,32713,0,0,36112
68,3610.68,35344,34884,35619,32732,32768,32707,0,0,36112
69,3610.69,35300,34915,35661,32729,32764,32709,0,0,36112
70,3610.7,35328,34868,35629,32725,32765,32708,0,0,36112
71,3610.71,35346,34898,35642,32720,32768,32708,0,0,36080
72,3610.72,35328,34910,35582,32716,32772,32710,0,0,36080
73,3610.73,35281,34892,35603,32712,32774,32709,0,0,36112
74,3610.74,35347,34889,35613,32714,32781,32709,0,0,36112
75,3610.75,35362,34882,35648,32716,32783,32712,0,0,36080
76,3610.76,35268,34897,35633,32722,32785,32707,0,0,36080
77,3610.77,35325,34892,35677,32727,32783,32714,0,0,36112
78,3610.78,35352,34893,35670,32727,32780,32708,0,0,36112
79,3610.79,35347,34904,35649,32723,32777,32710,0,0,36080
80,3610.8,35316,34870,35688,32735,32776,32705,0,0,36112
81,3610.81,35320,34881,35670,32734,32771,32708,0,0,36080
82,3610.82,35397,34894,35661,32728,32772,32711,0,0,36080
83,3610.83,35322,34905,35678,32724,32770,32709,0,0,36048
84,3610.85,35292,34878,35651,32718,32770,32708,0,0,36080
85,3610.86,35329,34878,35579,32719,32769,32710,0,0,36112
86,3610.87,35317,34904,35609,32716,32770,32705,0,0,36112
87,3610.88,35270,34889,35609,32717,32771,32707,0,0,36112
88,3610.89,35291,34874,35599,32716,32769,32707,0,0,36080
89,3610.9,35374,34885,35663,32713,32769,32708,0,0,36080
90,3610.91,35340,34886,35638,32720,32773,32711,0,0,36080
91,3610.92,35309,34875,35676,32718,32774,32705,0,0,36080
92,3610.93,35337,34920,35646,32721,32772,32712,0,0,36112
93,3610.94,35375,34927,35628,32725,32770,32710,0,0,36048
94,3610.95,35316,34861,35630,32728,32762,32710,0,0,36080
95,3610.96,35312,34887,35639,32728,32763,32709,0,0,36112
96,3610.97,35342,34897,35637,32725,32767,32709,0,0,36112
97,3610.98,35331,34892,35621,32728,32765,32714,0,0,36080
98,3610.99,35253,34878,35632,32726,32764,32712,0,0,36112
99,3611,35340,34944,35637,32718,32769,32714,0,0,36112
100,3611.01,35330,34852,35667,32720,32770,32708,0,0,36080
101,3611.02,35310,34913,35664,32720,32766,32709,0,0,36112
102,3611.03,35307,34871,35608,32722,32771,32712,0,0,36080
103,3611.04,35353,34926,35635,32724,32764,32712,0,0,36080
104,3611.05,35319,34885,35666,32726,32761,32712,0,0,36112
105,3611.06,35312,34847,35618,32723,32764,32712,0,0,36112
106,3611.07,35342,34888,35622,32721,32765,32711,0,0,36080
107,3611.08,35330,34941,35722,32717,32765,32712,0,0,36080
108,3611.09,35300,34936,35656,32719,32763,32715,0,0,36112
109,3611.1,35325,34860,35619,32721,32772,32714,0,0,36080
110,3611.11,35353,34907,35695,32724,32769,32708,0,0,36048
111,3611.12,35326,34931,35650,32726,32768,32709,0,0,36080
112,3611.13,35290,34848,35631,32733,32770,32708,0,0,36112
113,3611.14,35349,34896,35586,32733,32766,32706,0,0,36080
114,3611.15,35336,34878,35651,32731,32763,32713,0,0,36080
115,3611.16,35291,34893,35682,32733,32764,32709,0,0,36112
116,3611.17,35318,34871,35691,32733,32761,32708,0,0,36080
117,3611.18,35358,34902,35714,32730,32760,32710,0,0,36080
118,3611.19,35323,34863,35672,32730,32761,32706,0,0,36080
119,3611.2,35265,34887,35667,32733,32759,32710,0,0,36080
120,3611.21,35290,34910,35652,32727,32758,32714,0,0,36080
121,3611.22,35357,34933,35620,32728,32758,32715,0,0,36080
122,3611.23,35326,34902,35621,32728,32757,32712,0,0,36080
123,3611.24,35285,34879,35647,32727,32756,32714,0,0,36048
124,3611.25,35321,34904,35605,32727,32755,32716,0,0,36080
125,3611.26,35355,34871,35657,32734,32759,32713,0,0,36080
126,3611.27,35286,34903,35610,32731,32759,32713,0,0,36080
127,3611.28,35299,34855,35637,32729,32761,32713,0,0,36112
128,3611.29,35340,34908,35713,32735,32758,32717,0,0,36112
129,3611.3,35370,34899,35603,32737,32762,32715,0,0,36080
130,3611.31,35290,34908,35688,32742,32764,32712,0,0,36112
131,3611.32,35373,34912,35701,32742,32761,32712,0,0,36080
132,3611.33,35375,34888,35660,32743,32758,32711,0,0,36080
133,3611.34,35285,34887,35654,32745,32761,32712,0,0,36080
134,3611.35,35305,34881,35661,32746,32757,32708,0,0,36112
135,3611.36,35327,34894,35613,32739,32753,32712,0,0,36080
136,3611.37,35340,34875,35626,32739,32752,32711,0,0,36080
137,3611.38,35295,34904,35632,32732,32756,32714,0,0,36112
138,3611.39,35339,34929,35644,32732,32748,32711,0,0,36080
139,3611.4,35357,34926,35642,32730,32756,32711,0,0,36080
140,3611.41,35311,34917,35672,32732,32754,32713,0,0,36112
141,3611.42,35307,34906,35622,32736,32759,32713,0,0,36112
142,3611.43,35367,34906,35646,32742,32755,32715,0,0,36080
143,3611.44,35344,34889,35587,32746,32752,32709,0,0,36112
144,3611.45,35287,34858,35627,32748,32751,32708,0,0,36112
145,3611.46,35337,34934,35647,32744,32754,32711,0,0,36112
146,3611.47,35366,34928,35695,32743,32756,32710,0,0,36080
147,3611.48,35329,34917,35650,32739,32756,32714,0,0,36080
148,3611.49,35298,34869,35644,32741,32755,32707,0,0,36080
149,3611.5,35376,34917,35622,32740,32753,32711,0,0,36112
150,3611.51,35333,34901,35625,32739,32751,32713,0,0,36080
151,3611.52,35286,34863,35672,32740,32758,32715,0,0,36080
152,3611.53,35306,34891,35609,32743,32758,32714,0,0,36080
153,3611.54,35332,34892,35615,32735,32756,32712,0,0,36080
154,3611.55,35308,34913,35627,32734,32756,32712,0,0,36112
155,3611.56,35283,34930,35651,32728,32757,32713,0,0,36080
156,3611.57,35337,34926,35612,32733,32746,32719,0,0,36112
157,3611.58,35351,34922,35660,32737,32755,32717,0,0,36080
158,3611.59,35361,34879,35609,32732,32761,32715,0,0,36080
159,3611.6,35296,34906,35591,32722,32763,32708,0,0,36080
160,3611.61,35354,34928,35610,32720,32765,32707,0,0,36112
161,3611.62,35334,34890,35660,32722,32766,32709,0,0,36144
162,3611.63,35292,34926,35595,32724,32771,32708,0,0,36112
163,3611.64,35337,34908,35626,32728,32772,32707,0,0,36080
164,3611.65,35372,34909,35600,32725,32772,32711,0,0,36080
165,3611.66,35307,34896,35615,32725,32767,32708,0,0,36080
166,3611.67,35314,34898,35666,32720,32769,32709,0,0,36048
167,3611.68,35382,34918,35656,32719,32768,32710,0,0,36080
168,3611.69,35355,34915,35645,32714,32763,32711,0,0,36112
169,3611.7,35275,34880,35607,32712,32762,32709,0,0,36080
170,3611.71,35338,34916,35570,32710,32766,32705,0,0,36080
171,3611.72,35338,34904,35636,32714,32765,32705,0,0,36112
172,3611.73,35320,34918,35602,32710,32767,32710,0,0,36112
173,3611.74,35286,34897,35639,32716,32773,32706,0,0,36080
174,3611.75,35381,34894,35641,32722,32773,32709,0,0,36112
175,3611.76,35345,34909,35611,32722,32770,32707,0,0,36080
176,3611.77,35312,34890,35582,32719,32770,32709,0,0,36080
177,3611.78,35293,34906,35589,32719,32772,32707,0,0,36080
178,3611.79,35362,34904,35623,32717,32770,32711,0,0,36080
179,3611.8,35315,34899,35689,32710,32771,32707,0,0,36080
180,3611.81,35298,34876,35625,32712,32770,32710,0,0,36080
181,3611.82,35343,34911,35636,32709,32774,32709,0,0,36112
182,3611.83,35358,34875,35613,32711,32772,32709,0,0,36112
183,3611.84,35278,34884,35616,32708,32773,32710,0,0,36112
184,3611.85,35306,34887,35624,32712,32769,32711,0,0,36112
185,3611.86,35361,34915,35646,32716,32771,32707,0,0,36112
186,3611.87,35331,34907,35608,32709,32771,32712,0,0,36112
187,3611.88,35288,34913,35659,32709,32773,32709,0,0,36112
188,3611.89,35383,34951,35687,32711,32771,32707,0,0,36112
189,3611.9,35364,34907,35632,32711,32773,32709,0,0,36080
190,3611.91,35284,34912,35646,32711,32768,32706,0,0,36112
191,3611.92,35325,34900,35655,32716,32771,32705,0,0,36080
192,3611.93,35351,34909,35646,32717,32771,32705,0,0,36112
193,3611.94,35318,34901,35617,32720,32768,32705,0,0,36112
194,3611.95,35287,34887,35606,32712,32770,32707,0,0,36080
195,3611.96,35322,34882,35627,32704,32770,32704,0,0,36080
196,3611.97,35335,34896,35589,32706,32771,32713,0,0,36080
197,3611.98,35292,34908,35646,32705,32773,32708,0,0,36048
198,3611.99,35295,34900,35651,32709,32774,32711,0,0,36080
199,3612,35333,34930,35676,32709,32772,32711,0,0,36080
200,3612.01,35347,34914,35638,32713,32768,32709,0,0,36080
201,3612.02,35292,34903,35635,32714,32771,32709,0,0,36080
202,3612.03,35340,34896,35624,32714,32770,32710,0,0,36112
203,3612.04,35361,34894,35635,32712,32767,32710,0,0,36080
204,3612.05,35299,34895,35613,32715,32767,32706,0,0,36112
205,3612.06,35305,34885,35616,32715,32767,32711,0,0,36112
206,3612.07,35374,34897,35667,32718,32769,32706,0,0,36080
207,3612.08,35311,34924,35624,32717,32769,32708,0,0,36080
208,3612.09,35286,34876,35655,32714,32765,32712,0,0,36112
209,3612.1,35307,34925,35636,32711,32772,32711,0,0,36080
210,3612.11,35380,34899,35612,32713,32772,32708,0,0,36112
211,3612.12,35349,34933,35652,32716,32770,32712,0,0,36080
212,3612.13,35303,34876,35653,32714,32771,32713,0,0,36080
213,3612.14,35330,34891,35644,32711,32766,32710,0,0,36080
214,3612.15,35367,34874,35617,32710,32766,32711,0,0,36080
215,3612.16,35304,34887,35607,32712,32766,32713,0,0,36080
216,3612.17,35292,34895,35641,32712,32761,32714,0,0,36112
217,3612.18,35374,34911,35647,32708,32768,32715,0,0,36112
218,3612.19,35327,34900,35639,32716,32769,32712,0,0,36080
219,3612.2,35278,34887,35612,32716,32771,32712,0,0,36112
220,3612.21,35340,34893,35629,32721,32771,32710,0,0,36080
221,3612.22,35360,34912,35635,32718,32774,32716,0,0,36112
222,3612.23,35322,34878,35673,32720,32774,32709,0,0,36112
223,3612.24,35304,34885,35640,32717,32773,32712,0,0,36112
224,3612.25,35333,34897,35658,32718,32773,32709,0,0,36080
225,3612.26,35318,34897,35635,32720,32767,32707,0,0,36080
226,3612.27,35274,34891,35658,32723,32771,32706,0,0,36112
227,3612.28,35325,34916,35641,32720,32771,32706,0,0,36112
228,3612.29,35352,34897,35647,32729,32771,32708,0,0,36080
229,3612.3,35275,34888,35602,32729,32773,32709,0,0,36080
230,3612.31,35299,34858,35658,32733,32773,32710,0,0,36112
231,3612.32,35362,34893,35638,32731,32768,32707,0,0,36112
232,3612.33,35343,34887,35675,32734,32768,32706,0,0,36112
233,3612.34,35302,34892,35680,32734,32765,32707,0,0,36080
234,3612.35,35336,34901,35616,32734,32757,32708,0,0,36112
235,3612.36,35355,34927,35605,32734,32755,32712,0,0,36080
236,3612.37,35277,34876,35671,32736,32754,32714,0,0,36080
237,3612.38,35297,34890,35634,32734,32753,32716,0,0,36112
238,3612.39,35312,34915,35622,32736,32754,32717,0,0,36112
239,3612.4,35330,34897,35645,32733,32750,32717,0,0,36112
240,3612.41,35281,34887,35641,32734,32750,32715,0,0,36080
241,3612.42,35341,34920,35638,32738,32753,32717,0,0,36080
242,3612.43,35357,34915,35622,32737,32753,32716,0,0,36080
243,3612.44,35337,34925,35636,32735,32753,32713,0,0,36112
244,3612.45,35279,34870,35621,32736,32750,32713,0,0,36080
245,3612.46,35370,34895,35623,32740,32754,32714,0,0,36112
246,3612.47,35356,34885,35645,32742,32750,32709,0,0,36112
247,3612.48,35293,34877,35654,32739,32752,32711,0,0,36080
248,3612.49,35308,34897,35646,32742,32750,32714,0,0,36112
249,3612.5,35373,34920,35604,32749,32744,32715,0,0,36112
250,3612.51,35350,34914,35608,32748,32744,32719,0,0,36080
251,3612.52,35313,34896,35647,32743,32744,32717,0,0,36048
252,3612.53,35308,34922,35578,32744,32747,32717,0,0,36144
253,3612.54,35330,34893,35623,32739,32742,32718,0,0,36080
254,3612.55,35321,34881,35625,32739,32744,32716,0,0,36080
255,3612.56,35318,34916,35631,32744,32741,32719,0,0,36112
256,3612.57,35344,34893,35645,32753,32732,32728,0,0,36112
257,3612.58,35329,34902,35643,32766,32725,32725,0,0,36112
258,3612.59,35294,34901,35636,32763,32726,32728,0,0,36080
259,3612.6,35382,34920,35648,32767,32726,32727,0,0,36080
260,3612.61,35407,34935,35597,32765,32727,32727,0,0,36112
261,3612.62,35309,34921,35618,32762,32729,32731,0,0,36080
262,3612.63,35335,34910,35603,32771,32729,32725,0,0,36112
263,3612.64,35371,34922,35613,32779,32727,32721,0,0,36080
264,3612.65,35338,34915,35575,32784,32728,32724,0,0,36080
265,3612.66,35303,34883,35597,32780,32726,32726,0,0,36112
266,3612.67,35341,34912,35636,32782,32724,32723,0,0,36080
267,3612.68,35402,34936,35603,32775,32722,32723,0,0,36112
268,3612.69,35340,34934,35607,32771,32729,32724,0,0,36112
269,3612.7,35307,34935,35587,32775,32731,32725,0,0,36112
270,3612.71,35363,34936,35619,32786,32726,32729,0,0,36112
271,3612.72,35375,34919,35598,32795,32726,32724,0,0,36080
272,3612.73,35338,34901,35570,32792,32727,32718,0,0,36080
273,3612.74,35356,34905,35539,32785,32731,32711,0,0,36080
274,3612.75,35410,34927,35520,32768,32735,32709,0,0,36080
275,3612.76,35373,34915,35565,32756,32737,32711,0,0,36080
276,3612.77,35303,34898,35559,32748,32742,32710,0,0,36080
277,3612.78,35375,34925,35622,32746,32743,32710,0,0,36048
278,3612.79,35398,34934,35578,32746,32748,32707,0,0,36080
279,3612.8,35336,34931,35559,32742,32752,32704,0,0,36080
280,3612.81,35318,34941,35526,32732,32765,32708,0,0,36112
281,3612.82,35372,34938,35502,32711,32778,32700,0,0,36112
282,3612.83,35347,34929,35574,32704,32788,32699,0,0,36080
283,3612.84,35308,34903,35539,32703,32794,32702,0,0,36080
284,3612.85,35358,34939,35573,32699,32799,32697,0,0,36112
285,3612.86,35417,34944,35626,32697,32801,32694,0,0,36080
286,3612.87,35345,34933,35639,32706,32798,32694,0,0,36112
287,3612.88,35339,34918,35605,32710,32790,32692,0,0,36080
288,3612.89,35415,34939,35618,32709,32777,32695,0,0,36080
289,3612.9,35345,34917,35647,32708,32763,32697,0,0,36080
290,3612.91,35337,34897,35583,32702,32752,32703,0,0,36080
291,3612.92,35366,34912,35619,32684,32754,32705,0,0,36112
292,3612.93,35377,34908,35606,32669,32754,32708,0,0,36112
293,3612.94,35325,34969,35552,32644,32750,32701,0,0,36112
294,3612.95,35333,34918,35605,32662,32754,32707,0,0,36112
295,3612.96,35375,34936,35586,32669,32747,32707,0,0,36112
296,3612.97,35408,34932,35618,32676,32747,32705,0,0,36112
297,3612.98,35361,34903,35588,32684,32750,32705,0,0,36048
298,3612.99,35355,34935,35577,32686,32756,32702,0,0,36080
299,3613,35391,34945,35586,32694,32752,32701,0,0,36080
300,3613.01,35353,34900,35556,32698,32760,32705,0,0,36080
301,3613.02,35311,34912,35586,32698,32768,32704,0,0,36080
302,3613.03,35371,34947,35538,32704,32765,32710,0,0,36112
303,3613.04,35349,34944,35575,32718,32770,32705,0,0,36112
304,3613.05,35296,34888,35586,32724,32769,32705,0,0,36080
305,3613.06,35356,34913,35568,32733,32773,32708,0,0,36080
306,3613.07,35403,34923,35545,32734,32772,32707,0,0,36080
307,3613.08,35338,34939,35629,32730,32766,32711,0,0,36112
308,3613.09,35314,34904,35629,32723,32763,32714,0,0,36080
309,3613.1,35371,34870,35648,32732,32767,32710,0,0,36080
310,3613.11,35354,34934,35566,32728,32768,32711,0,0,36080
311,3613.12,35326,34880,35579,32731,32767,32710,0,0,36080
312,3613.13,35315,34936,35586,32738,32765,32708,0,0,36080
313,3613.14,35380,34882,35565,32741,32765,32710,0,0,36080
314,3613.15,35309,34860,35643,32737,32760,32707,0,0,36080
315,3613.16,35291,34802,35629,32738,32765,32705,0,0,36080
316,3613.17,35400,34921,35658,32733,32769,32709,0,0,36080
317,3613.18,35467,34965,35652,32725,32770,32706,0,0,36112
318,3613.19,35334,34962,35575,32721,32768,32709,0,0,36080
319,3613.2,35361,34969,35604,32718,32768,32708,0,0,36112
320,3613.21,35359,34899,35531,32723,32772,32699,0,0,36080
321,3613.22,35396,34917,35503,32712,32778,32708,0,0,36080
322,3613.23,35271,34829,35562,32708,32772,32705,0,0,36144
323,3613.24,35309,34842,35607,32711,32770,32710,0,0,36080
324,3613.25,35373,34856,35645,32706,32770,32705,0,0,36080
325,3613.26,35405,34896,35625,32705,32770,32709,0,0,36112
326,3613.27,35334,34815,35714,32705,32760,32711,0,0,36080
327,3613.28,35411,34872,35654,32707,32763,32714,0,0,36112
328,3613.29,35370,34868,35664,32717,32756,32712,0,0,36048
329,3613.3,35363,34874,35620,32723,32758,32712,0,0,36080
330,3613.31,35310,34902,35595,32726,32761,32711,0,0,36080
331,3613.32,35371,34911,35595,32721,32766,32712,0,0,36112
332,3613.33,35259,34858,35591,32727,32768,32706,0,0,36112
333,3613.34,35329,34930,35596,32723,32767,32715,0,0,36080
334,3613.35,35379,34887,35646,32723,32771,32708,0,0,36112
335,3613.36,35345,34881,35696,32731,32769,32707,0,0,36080
336,3613.37,35323,34936,35625,32729,32768,32712,0,0,36112
337,3613.38,35325,34835,35687,32739,32773,32708,0,0,36112
338,3613.39,35525,34887,35540,32744,32787,32715,0,0,36112
339,3613.4,35259,34849,35530,32736,32780,32703,0,0,36080
340,3613.41,35240,35020,35593,32714,32776,32712,0,0,36112
341,3613.42,35295,34747,35662,32731,32775,32709,0,0,36112
342,3613.43,35578,34860,35532,32742,32791,32720,0,0,36080
