167915,528164.613,30792,32815,32682,32755,32782,32771,100079,7618,7836
167916,528164.624,30791,32814,32678,32755,32783,32769,100079,7619,7835
167917,528164.634,30788,32819,32673,32756,32783,32768,100079,7619,7836
167918,528164.644,30793,32813,32683,32756,32782,32770,100079,7619,7833
167919,528164.654,30794,32816,32676,32755,32783,32770,100080,7619,7835
167920,528164.664,30788,32823,32686,32756,32784,32771,100080,7619,7835
167921,528164.674,30799,32819,32681,32756,32784,32769,100080,7619,7835
167922,528164.684,30793,32821,32673,32755,32783,32771,100080,7619,7834
167923,528164.694,30798,32819,32686,32757,32783,32771,100079,7619,7835
167924,528164.704,30791,32818,32683,32755,32783,32769,100079,7619,7835
167925,528164.714,30799,32820,32681,32756,32783,32773,100077,7619,7834
167926,528164.724,30800,32814,32676,32755,32784,32770,100077,7619,7835
167927,528164.734,30792,32819,32689,32755,32783,32769,100080,7619,7836
167928,528164.744,30799,32813,32678,32756,32783,32770,100080,7619,7835
167929,528164.754,30796,32819,32683,32757,32783,32768,100078,7619,7833
167930,528164.764,30803,32817,32674,32755,32783,32770,100078,7619,7834
167931,528164.774,30795,32822,32677,32757,32783,32770,100078,7619,7835
167932,528164.784,30797,32816,32680,32756,32783,32770,100078,7620,7836
167933,528164.793,30795,32818,32678,32755,32783,32770,100079,7620,7834
167934,528164.803,30794,32814,32689,32755,32783,32769,100079,7620,7836
167935,528164.814,30795,32817,32685,32756,32783,32770,100077,7620,7836
167936,528164.824,30790,32820,32674,32756,32783,32770,100077,7620,7836
167937,528164.834,30794,32814,32685,32756,32784,32771,100077,7620,7834
167938,528164.844,30794,32815,32675,32756,32783,32770,100077,7616,7837
167939,528164.854,30794,32820,32688,32755,32783,32771,100080,7616,7837
167940,528164.864,30795,32823,32686,32756,32783,32770,100080,7617,7836
167941,528164.873,30783,32814,32675,32756,32783,32768,100076,7617,7835
167942,528164.883,30790,32822,32678,32756,32783,32770,100076,7618,7834
167943,528164.894,30796,32814,32675,32757,32783,32770,100075,7618,7837
167944,528164.904,30793,32816,32693,32756,32784,32771,100075,7618,7836
167945,528164.914,30781,32822,32663,32756,32784,32770,100075,7618,7836
167946,528164.924,30796,32818,32682,32756,32783,32769,100075,7614,7836
167947,528164.934,30793,32808,32683,32758,32782,32770,100077,7614,7835
167948,528164.944,30796,32820,32674,32756,32782,32770,100077,7615,7835
167949,528164.953,30800,32810,32678,32755,32782,32768,100077,7615,7837
167950,528164.963,30798,32820,32675,32755,32782,32770,100077,7616,7837
167951,528164.974,30792,32819,32686,32756,32782,32771,100077,7616,7836
167952,528164.984,30792,32812,32681,32756,32783,32770,100077,7616,7836
167953,528164.994,30797,32818,32686,32756,32783,32770,100077,7616,7837
167954,528165.004,30789,32818,32671,32756,32783,32770,100077,7613,7837
167955,528165.014,30800,32811,32667,32757,32783,32769,100079,7613,7837
167956,528165.024,30794,32809,32681,32755,32783,32769,100079,7614,7836
167957,528165.034,30799,32814,32673,32755,32783,32768,100076,7614,7837
167958,528165.043,30791,32818,32679,32756,32783,32771,100076,7615,7836
167959,528165.053,30792,32816,32676,32755,32784,32770,100075,7615,7836
167960,528165.064,30794,32811,32680,32756,32783,32771,100075,7616,7835
167961,528165.074,30796,32822,32675,32755,32784,32770,100075,7616,7837
167962,528165.084,30794,32820,32680,32756,32784,32769,100075,7616,7837
167963,528165.094,30797,32813,32665,32756,32783,32770,100080,7616,7835
167964,528165.104,30796,32815,32681,32756,32783,32769,100080,7617,7837
167965,528165.114,30794,32816,32676,32757,32782,32770,100078,7617,7836
167966,528165.123,30797,32816,32675,32756,32783,32772,100078,7617,7835
167967,528165.133,30794,32819,32674,32755,32782,32769,100079,7617,7833
167968,528165.144,30791,32823,32678,32756,32785,32772,100079,7617,7833
167969,528165.154,30792,32811,32681,32755,32784,32771,100079,7617,7834
167970,528165.164,30801,32814,32684,32756,32783,32769,100079,7617,7834
167971,528165.174,30795,32822,32677,32756,32784,32771,100079,7617,7834
167972,528165.184,30802,32819,32676,32756,32783,32769,100079,7618,7835
167973,528165.194,30797,32817,32681,32755,32782,32770,100081,7618,7837
167974,528165.204,30798,32813,32678,32756,32784,32769,100081,7618,7834
167975,528165.214,30795,32816,32680,32756,32783,32773,100079,7618,7839
167976,528165.223,30796,32820,32675,32755,32783,32771,100079,7618,7834
167977,528165.233,30792,32811,32674,32756,32782,32772,100080,7618,7838
167978,528165.244,30796,32812,32680,32756,32784,32771,100080,7619,7837
167979,528165.254,30797,32823,32678,32756,32783,32770,100080,7619,7838
167980,528165.264,30792,32823,32678,32756,32782,32771,100080,7619,7837
167981,528165.274,30795,32819,32685,32755,32783,32772,100082,7619,7834
167982,528165.284,30796,32813,32683,32755,32784,32770,100082,7619,7835
167983,528165.294,30797,32817,32672,32756,32783,32772,100082,7619,7836
167984,528165.304,30798,32818,32679,32755,32785,32772,100082,7619,7839
167985,528165.314,30791,32813,32678,32755,32783,32769,100078,7619,7834
